"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"PRT","AIREMISSION","CO2","TONNE_CAP","A","2014",4.1,
"PRT","AIREMISSION","CO2","TONNE_CAP","A","2015",4.5,
"PRT","AIREMISSION","CO2","TONNE_CAP","A","2016",4.5,
"PRT","AIREMISSION","CO2","TONNE_CAP","A","2017",4.9,
"PRT","AIREMISSION","CO2","TONNE_CAP","A","2018",4.5,
"SVK","AIREMISSION","CO2","TONNE_CAP","A","2002",6.9,
"SVK","AIREMISSION","CO2","TONNE_CAP","A","2003",7,
"SVK","AIREMISSION","CO2","TONNE_CAP","A","2004",6.7,
"SVK","AIREMISSION","CO2","TONNE_CAP","A","2005",6.9,
"SVK","AIREMISSION","CO2","TONNE_CAP","A","2006",6.8,
"SVK","AIREMISSION","CO2","TONNE_CAP","A","2007",6.6,
"SVK","AIREMISSION","CO2","TONNE_CAP","A","2008",6.6,
"SVK","AIREMISSION","CO2","TONNE_CAP","A","2009",6,
"SVK","AIREMISSION","CO2","TONNE_CAP","A","2010",6.4,
"SVK","AIREMISSION","CO2","TONNE_CAP","A","2011",6.1,
"SVK","AIREMISSION","CO2","TONNE_CAP","A","2012",5.8,
"SVK","AIREMISSION","CO2","TONNE_CAP","A","2013",5.9,
"SVK","AIREMISSION","CO2","TONNE_CAP","A","2014",5.4,
"SVK","AIREMISSION","CO2","TONNE_CAP","A","2015",5.4,
"SVK","AIREMISSION","CO2","TONNE_CAP","A","2016",5.6,
"SVK","AIREMISSION","CO2","TONNE_CAP","A","2017",5.9,
"SVK","AIREMISSION","CO2","TONNE_CAP","A","2018",5.9,
"ESP","AIREMISSION","CO2","TONNE_CAP","A","2002",7.2,
"ESP","AIREMISSION","CO2","TONNE_CAP","A","2003",7.2,
"ESP","AIREMISSION","CO2","TONNE_CAP","A","2004",7.4,
"ESP","AIREMISSION","CO2","TONNE_CAP","A","2005",7.6,
"ESP","AIREMISSION","CO2","TONNE_CAP","A","2006",7.3,
"ESP","AIREMISSION","CO2","TONNE_CAP","A","2007",7.5,
"ESP","AIREMISSION","CO2","TONNE_CAP","A","2008",6.7,
"ESP","AIREMISSION","CO2","TONNE_CAP","A","2009",6,
"ESP","AIREMISSION","CO2","TONNE_CAP","A","2010",5.6,
"ESP","AIREMISSION","CO2","TONNE_CAP","A","2011",5.7,
"ESP","AIREMISSION","CO2","TONNE_CAP","A","2012",5.6,
"ESP","AIREMISSION","CO2","TONNE_CAP","A","2013",5,
"ESP","AIREMISSION","CO2","TONNE_CAP","A","2014",5,
"ESP","AIREMISSION","CO2","TONNE_CAP","A","2015",5.3,
"ESP","AIREMISSION","CO2","TONNE_CAP","A","2016",5.1,
"ESP","AIREMISSION","CO2","TONNE_CAP","A","2017",5.4,
"ESP","AIREMISSION","CO2","TONNE_CAP","A","2018",5.2,
"SWE","AIREMISSION","CO2","TONNE_CAP","A","2002",5.9,
"SWE","AIREMISSION","CO2","TONNE_CAP","A","2003",6,
"SWE","AIREMISSION","CO2","TONNE_CAP","A","2004",5.8,
"SWE","AIREMISSION","CO2","TONNE_CAP","A","2005",5.4,
"SWE","AIREMISSION","CO2","TONNE_CAP","A","2006",5.1,
"SWE","AIREMISSION","CO2","TONNE_CAP","A","2007",4.9,
"SWE","AIREMISSION","CO2","TONNE_CAP","A","2008",4.7,
"SWE","AIREMISSION","CO2","TONNE_CAP","A","2009",4.4,
"SWE","AIREMISSION","CO2","TONNE_CAP","A","2010",4.9,
"SWE","AIREMISSION","CO2","TONNE_CAP","A","2011",4.5,
"SWE","AIREMISSION","CO2","TONNE_CAP","A","2012",4.1,
"SWE","AIREMISSION","CO2","TONNE_CAP","A","2013",3.9,
"SWE","AIREMISSION","CO2","TONNE_CAP","A","2014",3.8,
"SWE","AIREMISSION","CO2","TONNE_CAP","A","2015",3.8,
"SWE","AIREMISSION","CO2","TONNE_CAP","A","2016",3.8,
"SWE","AIREMISSION","CO2","TONNE_CAP","A","2017",3.7,
"SWE","AIREMISSION","CO2","TONNE_CAP","A","2018",3.6,
"CHE","AIREMISSION","CO2","TONNE_CAP","A","2002",5.7,
"CHE","AIREMISSION","CO2","TONNE_CAP","A","2003",5.8,
"CHE","AIREMISSION","CO2","TONNE_CAP","A","2004",5.9,
"CHE","AIREMISSION","CO2","TONNE_CAP","A","2005",5.9,
"CHE","AIREMISSION","CO2","TONNE_CAP","A","2006",5.8,
"CHE","AIREMISSION","CO2","TONNE_CAP","A","2007",5.5,
"CHE","AIREMISSION","CO2","TONNE_CAP","A","2008",5.6,
"CHE","AIREMISSION","CO2","TONNE_CAP","A","2009",5.4,
"CHE","AIREMISSION","CO2","TONNE_CAP","A","2010",5.5,
"CHE","AIREMISSION","CO2","TONNE_CAP","A","2011",5,
"CHE","AIREMISSION","CO2","TONNE_CAP","A","2012",5.1,
"CHE","AIREMISSION","CO2","TONNE_CAP","A","2013",5.2,
"CHE","AIREMISSION","CO2","TONNE_CAP","A","2014",4.6,
"CHE","AIREMISSION","CO2","TONNE_CAP","A","2015",4.5,
"CHE","AIREMISSION","CO2","TONNE_CAP","A","2016",4.5,
"CHE","AIREMISSION","CO2","TONNE_CAP","A","2017",4.4,
"CHE","AIREMISSION","CO2","TONNE_CAP","A","2018",4.2,
"TUR","AIREMISSION","CO2","TONNE_CAP","A","2002",2.9,
"TUR","AIREMISSION","CO2","TONNE_CAP","A","2003",3,
"TUR","AIREMISSION","CO2","TONNE_CAP","A","2004",3.1,
"TUR","AIREMISSION","CO2","TONNE_CAP","A","2005",3.2,
"TUR","AIREMISSION","CO2","TONNE_CAP","A","2006",3.5,
"TUR","AIREMISSION","CO2","TONNE_CAP","A","2007",3.8,
"TUR","AIREMISSION","CO2","TONNE_CAP","A","2008",3.7,
"TUR","AIREMISSION","CO2","TONNE_CAP","A","2009",3.6,
"TUR","AIREMISSION","CO2","TONNE_CAP","A","2010",3.7,
"TUR","AIREMISSION","CO2","TONNE_CAP","A","2011",3.9,
"TUR","AIREMISSION","CO2","TONNE_CAP","A","2012",4,
"TUR","AIREMISSION","CO2","TONNE_CAP","A","2013",3.7,
"TUR","AIREMISSION","CO2","TONNE_CAP","A","2014",4,
"TUR","AIREMISSION","CO2","TONNE_CAP","A","2015",4.1,
"TUR","AIREMISSION","CO2","TONNE_CAP","A","2016",4.3,
"TUR","AIREMISSION","CO2","TONNE_CAP","A","2017",4.7,
"TUR","AIREMISSION","CO2","TONNE_CAP","A","2018",4.6,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2002",8.8,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2003",8.9,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2004",8.9,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2005",8.8,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2006",8.8,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2007",8.5,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2008",8.2,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2009",7.4,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2010",7.6,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2011",6.9,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2012",7.2,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2013",7,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2014",6.3,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2015",6.1,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2016",5.7,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2017",5.4,
"GBR","AIREMISSION","CO2","TONNE_CAP","A","2018",5.3,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2002",19.3,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2003",19.3,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2004",19.4,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2005",19.3,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2006",18.7,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2007",18.8,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2008",18.1,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2009",16.7,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2010",17.3,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2011",16.4,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2012",15.6,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2013",15.9,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2014",15.8,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2015",15.3,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2016",14.9,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2017",14.6,
"USA","AIREMISSION","CO2","TONNE_CAP","A","2018",14.9,
"OEU","AIREMISSION","CO2","TONNE_CAP","A","2002",7.4,
"OEU","AIREMISSION","CO2","TONNE_CAP","A","2003",7.6,
"OEU","AIREMISSION","CO2","TONNE_CAP","A","2004",7.6,
"OEU","AIREMISSION","CO2","TONNE_CAP","A","2005",7.5,
"OEU","AIREMISSION","CO2","TONNE_CAP","A","2006",7.5,
"OEU","AIREMISSION","CO2","TONNE_CAP","A","2007",7.4,
"OEU","AIREMISSION","CO2","TONNE_CAP","A","2008",7.2,
"OEU","AIREMISSION","CO2","TONNE_CAP","A","2009",6.7,
"OEU","AIREMISSION","CO2","TONNE_CAP","A","2010",6.9,
"OEU","AIREMISSION","CO2","TONNE_CAP","A","2011",6.6,
"OEU","AIREMISSION","CO2","TONNE_CAP","A","2012",6.5,
"OEU","AIREMISSION","CO2","TONNE_CAP","A","2013",6.4,
"OEU","AIREMISSION","CO2","TONNE_CAP","A","2014",6,
"OEU","AIREMISSION","CO2","TONNE_CAP","A","2015",6.1,
"OEU","AIREMISSION","CO2","TONNE_CAP","A","2016",6.1,
"OEU","AIREMISSION","CO2","TONNE_CAP","A","2017",6.1,
"OEU","AIREMISSION","CO2","TONNE_CAP","A","2018",5.9,
"ALB","AIREMISSION","CO2","TONNE_CAP","A","2002",1.2,
"ALB","AIREMISSION","CO2","TONNE_CAP","A","2003",1.3,
"ALB","AIREMISSION","CO2","TONNE_CAP","A","2004",1.3,
"ALB","AIREMISSION","CO2","TONNE_CAP","A","2005",1.3,
"ALB","AIREMISSION","CO2","TONNE_CAP","A","2006",1.3,
"ALB","AIREMISSION","CO2","TONNE_CAP","A","2007",1.3,
"ALB","AIREMISSION","CO2","TONNE_CAP","A","2008",1.3,
"ALB","AIREMISSION","CO2","TONNE_CAP","A","2009",1.3,
"ALB","AIREMISSION","CO2","TONNE_CAP","A","2010",1.3,
"ALB","AIREMISSION","CO2","TONNE_CAP","A","2011",1.4,
"ALB","AIREMISSION","CO2","TONNE_CAP","A","2012",1.2,
"ALB","AIREMISSION","CO2","TONNE_CAP","A","2013",1.3,
"ALB","AIREMISSION","CO2","TONNE_CAP","A","2014",1.4,
"ALB","AIREMISSION","CO2","TONNE_CAP","A","2015",1.3,
"ALB","AIREMISSION","CO2","TONNE_CAP","A","2016",1.3,
"ALB","AIREMISSION","CO2","TONNE_CAP","A","2017",1.5,
"ALB","AIREMISSION","CO2","TONNE_CAP","A","2018",,"L"
"DZA","AIREMISSION","CO2","TONNE_CAP","A","2002",2.1,
"DZA","AIREMISSION","CO2","TONNE_CAP","A","2003",2.2,
"DZA","AIREMISSION","CO2","TONNE_CAP","A","2004",2.2,
"DZA","AIREMISSION","CO2","TONNE_CAP","A","2005",2.3,
"DZA","AIREMISSION","CO2","TONNE_CAP","A","2006",2.4,
"DZA","AIREMISSION","CO2","TONNE_CAP","A","2007",2.5,
"DZA","AIREMISSION","CO2","TONNE_CAP","A","2008",2.5,
"DZA","AIREMISSION","CO2","TONNE_CAP","A","2009",2.7,
"DZA","AIREMISSION","CO2","TONNE_CAP","A","2010",2.6,
"DZA","AIREMISSION","CO2","TONNE_CAP","A","2011",2.8,
"DZA","AIREMISSION","CO2","TONNE_CAP","A","2012",3,
"DZA","AIREMISSION","CO2","TONNE_CAP","A","2013",3,
"DZA","AIREMISSION","CO2","TONNE_CAP","A","2014",3.2,
"DZA","AIREMISSION","CO2","TONNE_CAP","A","2015",3.3,
"DZA","AIREMISSION","CO2","TONNE_CAP","A","2016",3.1,
"DZA","AIREMISSION","CO2","TONNE_CAP","A","2017",3.2,
"DZA","AIREMISSION","CO2","TONNE_CAP","A","2018",,"L"
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2002",3.2,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2003",3.4,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2004",3.8,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2005",3.8,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2006",4,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2007",4.1,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2008",4.4,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2009",4.1,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2010",4.2,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2011",4.4,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2012",4.4,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2013",4.3,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2014",4.3,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2015",4.4,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2016",4.3,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2017",4.1,
"ARG","AIREMISSION","CO2","TONNE_CAP","A","2018",,"L"
"ARM","AIREMISSION","CO2","TONNE_CAP","A","2002",1,
"ARM","AIREMISSION","CO2","TONNE_CAP","A","2003",1.1,
"ARM","AIREMISSION","CO2","TONNE_CAP","A","2004",1.2,
"ARM","AIREMISSION","CO2","TONNE_CAP","A","2005",1.4,
"ARM","AIREMISSION","CO2","TONNE_CAP","A","2006",1.4,
"ARM","AIREMISSION","CO2","TONNE_CAP","A","2007",1.6,
"ARM","AIREMISSION","CO2","TONNE_CAP","A","2008",1.8,
"ARM","AIREMISSION","CO2","TONNE_CAP","A","2009",1.5,
"ARM","AIREMISSION","CO2","TONNE_CAP","A","2010",1.4,
"ARM","AIREMISSION","CO2","TONNE_CAP","A","2011",1.6,
"ARM","AIREMISSION","CO2","TONNE_CAP","A","2012",1.9,
"ARM","AIREMISSION","CO2","TONNE_CAP","A","2013",1.8,
"ARM","AIREMISSION","CO2","TONNE_CAP","A","2014",1.8,
"ARM","AIREMISSION","CO2","TONNE_CAP","A","2015",1.6,
"ARM","AIREMISSION","CO2","TONNE_CAP","A","2016",1.7,
"ARM","AIREMISSION","CO2","TONNE_CAP","A","2017",1.8,
"ARM","AIREMISSION","CO2","TONNE_CAP","A","2018",,"L"
"AZE","AIREMISSION","CO2","TONNE_CAP","A","2002",3.1,
"AZE","AIREMISSION","CO2","TONNE_CAP","A","2003",3.4,
"AZE","AIREMISSION","CO2","TONNE_CAP","A","2004",3.3,
"AZE","AIREMISSION","CO2","TONNE_CAP","A","2005",3.5,
"AZE","AIREMISSION","CO2","TONNE_CAP","A","2006",3.5,
"AZE","AIREMISSION","CO2","TONNE_CAP","A","2007",3.1,
"AZE","AIREMISSION","CO2","TONNE_CAP","A","2008",3.3,
"AZE","AIREMISSION","CO2","TONNE_CAP","A","2009",2.7,
"AZE","AIREMISSION","CO2","TONNE_CAP","A","2010",2.6,
"AZE","AIREMISSION","CO2","TONNE_CAP","A","2011",2.9,
"AZE","AIREMISSION","CO2","TONNE_CAP","A","2012",3.1,
"AZE","AIREMISSION","CO2","TONNE_CAP","A","2013",3.1,
"AZE","AIREMISSION","CO2","TONNE_CAP","A","2014",3.2,
"AZE","AIREMISSION","CO2","TONNE_CAP","A","2015",3.2,
"AZE","AIREMISSION","CO2","TONNE_CAP","A","2016",3.2,
"AZE","AIREMISSION","CO2","TONNE_CAP","A","2017",3.1,
"AZE","AIREMISSION","CO2","TONNE_CAP","A","2018",,"L"
"BGD","AIREMISSION","CO2","TONNE_CAP","A","2002",0.2,
"BGD","AIREMISSION","CO2","TONNE_CAP","A","2003",0.2,
"BGD","AIREMISSION","CO2","TONNE_CAP","A","2004",0.2,
"BGD","AIREMISSION","CO2","TONNE_CAP","A","2005",0.2,
"BGD","AIREMISSION","CO2","TONNE_CAP","A","2006",0.2,
"BGD","AIREMISSION","CO2","TONNE_CAP","A","2007",0.3,
"BGD","AIREMISSION","CO2","TONNE_CAP","A","2008",0.3,
"BGD","AIREMISSION","CO2","TONNE_CAP","A","2009",0.3,
"BGD","AIREMISSION","CO2","TONNE_CAP","A","2010",0.3,
"BGD","AIREMISSION","CO2","TONNE_CAP","A","2011",0.3,
"BGD","AIREMISSION","CO2","TONNE_CAP","A","2012",0.4,
"BGD","AIREMISSION","CO2","TONNE_CAP","A","2013",0.4,
"BGD","AIREMISSION","CO2","TONNE_CAP","A","2014",0.4,
"BGD","AIREMISSION","CO2","TONNE_CAP","A","2015",0.4,
"BGD","AIREMISSION","CO2","TONNE_CAP","A","2016",0.4,
"BGD","AIREMISSION","CO2","TONNE_CAP","A","2017",0.5,
"BGD","AIREMISSION","CO2","TONNE_CAP","A","2018",,"L"
"BLR","AIREMISSION","CO2","TONNE_CAP","A","2002",5.1,
"BLR","AIREMISSION","CO2","TONNE_CAP","A","2003",5.2,
"BLR","AIREMISSION","CO2","TONNE_CAP","A","2004",5.6,
"BLR","AIREMISSION","CO2","TONNE_CAP","A","2005",5.7,
"BLR","AIREMISSION","CO2","TONNE_CAP","A","2006",6,
"BLR","AIREMISSION","CO2","TONNE_CAP","A","2007",5.8,
"BLR","AIREMISSION","CO2","TONNE_CAP","A","2008",6.1,
"BLR","AIREMISSION","CO2","TONNE_CAP","A","2009",5.8,
"BLR","AIREMISSION","CO2","TONNE_CAP","A","2010",6.3,
"BLR","AIREMISSION","CO2","TONNE_CAP","A","2011",6,
"BLR","AIREMISSION","CO2","TONNE_CAP","A","2012",6.1,
"BLR","AIREMISSION","CO2","TONNE_CAP","A","2013",6.1,
"BLR","AIREMISSION","CO2","TONNE_CAP","A","2014",6,
"BLR","AIREMISSION","CO2","TONNE_CAP","A","2015",5.5,
"BLR","AIREMISSION","CO2","TONNE_CAP","A","2016",5.6,
"BLR","AIREMISSION","CO2","TONNE_CAP","A","2017",5.7,
"BLR","AIREMISSION","CO2","TONNE_CAP","A","2018",,"L"
"BIH","AIREMISSION","CO2","TONNE_CAP","A","2002",3.8,
"BIH","AIREMISSION","CO2","TONNE_CAP","A","2003",3.8,
"BIH","AIREMISSION","CO2","TONNE_CAP","A","2004",4,
"BIH","AIREMISSION","CO2","TONNE_CAP","A","2005",4.2,
"BIH","AIREMISSION","CO2","TONNE_CAP","A","2006",4.6,
"BIH","AIREMISSION","CO2","TONNE_CAP","A","2007",4.9,
"BIH","AIREMISSION","CO2","TONNE_CAP","A","2008",5.4,
"BIH","AIREMISSION","CO2","TONNE_CAP","A","2009",5.4,
"BIH","AIREMISSION","CO2","TONNE_CAP","A","2010",5.5,
"BIH","AIREMISSION","CO2","TONNE_CAP","A","2011",6.3,
"BIH","AIREMISSION","CO2","TONNE_CAP","A","2012",5.9,
"BIH","AIREMISSION","CO2","TONNE_CAP","A","2013",6,
"BIH","AIREMISSION","CO2","TONNE_CAP","A","2014",5.4,
"BIH","AIREMISSION","CO2","TONNE_CAP","A","2015",5.5,
"BIH","AIREMISSION","CO2","TONNE_CAP","A","2016",6.3,
"BIH","AIREMISSION","CO2","TONNE_CAP","A","2017",6.4,
"BIH","AIREMISSION","CO2","TONNE_CAP","A","2018",,"L"
"BRA","AIREMISSION","CO2","TONNE_CAP","A","2002",1.7,
"BRA","AIREMISSION","CO2","TONNE_CAP","A","2003",1.6,
"BRA","AIREMISSION","CO2","TONNE_CAP","A","2004",1.7,
"BRA","AIREMISSION","CO2","TONNE_CAP","A","2005",1.7,
"BRA","AIREMISSION","CO2","TONNE_CAP","A","2006",1.7,
"BRA","AIREMISSION","CO2","TONNE_CAP","A","2007",1.7,
"BRA","AIREMISSION","CO2","TONNE_CAP","A","2008",1.8,
"BRA","AIREMISSION","CO2","TONNE_CAP","A","2009",1.7,
"BRA","AIREMISSION","CO2","TONNE_CAP","A","2010",1.9,
"BRA","AIREMISSION","CO2","TONNE_CAP","A","2011",2,
"BRA","AIREMISSION","CO2","TONNE_CAP","A","2012",2.1,
"BRA","AIREMISSION","CO2","TONNE_CAP","A","2013",2.2,
"BRA","AIREMISSION","CO2","TONNE_CAP","A","2014",2.3,
"BRA","AIREMISSION","CO2","TONNE_CAP","A","2015",2.2,
"BRA","AIREMISSION","CO2","TONNE_CAP","A","2016",2,
"BRA","AIREMISSION","CO2","TONNE_CAP","A","2017",2,
"BRA","AIREMISSION","CO2","TONNE_CAP","A","2018",,"L"
"BRN","AIREMISSION","CO2","TONNE_CAP","A","2002",12.6,
"BRN","AIREMISSION","CO2","TONNE_CAP","A","2003",14.9,
"BRN","AIREMISSION","CO2","TONNE_CAP","A","2004",13.7,
"BRN","AIREMISSION","CO2","TONNE_CAP","A","2005",13.2,
"BRN","AIREMISSION","CO2","TONNE_CAP","A","2006",19.5,
"BRN","AIREMISSION","CO2","TONNE_CAP","A","2007",18.3,
"BRN","AIREMISSION","CO2","TONNE_CAP","A","2008",19.1,
"BRN","AIREMISSION","CO2","TONNE_CAP","A","2009",19.4,
"BRN","AIREMISSION","CO2","TONNE_CAP","A","2010",17.6,
"BRN","AIREMISSION","CO2","TONNE_CAP","A","2011",17.8,
"BRN","AIREMISSION","CO2","TONNE_CAP","A","2012",17.4,
"BRN","AIREMISSION","CO2","TONNE_CAP","A","2013",16.9,
"BRN","AIREMISSION","CO2","TONNE_CAP","A","2014",16.3,
"BRN","AIREMISSION","CO2","TONNE_CAP","A","2015",14.3,
"BRN","AIREMISSION","CO2","TONNE_CAP","A","2016",15.2,
"BRN","AIREMISSION","CO2","TONNE_CAP","A","2017",15.6,
"BRN","AIREMISSION","CO2","TONNE_CAP","A","2018",,"L"
"BGR","AIREMISSION","CO2","TONNE_CAP","A","2002",5.4,
"BGR","AIREMISSION","CO2","TONNE_CAP","A","2003",6,
"BGR","AIREMISSION","CO2","TONNE_CAP","A","2004",5.9,
"BGR","AIREMISSION","CO2","TONNE_CAP","A","2005",6.1,
"BGR","AIREMISSION","CO2","TONNE_CAP","A","2006",6.3,
"BGR","AIREMISSION","CO2","TONNE_CAP","A","2007",6.8,
"BGR","AIREMISSION","CO2","TONNE_CAP","A","2008",6.5,
"BGR","AIREMISSION","CO2","TONNE_CAP","A","2009",5.7,
"BGR","AIREMISSION","CO2","TONNE_CAP","A","2010",6,
"BGR","AIREMISSION","CO2","TONNE_CAP","A","2011",6.7,
"BGR","AIREMISSION","CO2","TONNE_CAP","A","2012",6.1,
"BGR","AIREMISSION","CO2","TONNE_CAP","A","2013",5.4,
"BGR","AIREMISSION","CO2","TONNE_CAP","A","2014",5.8,
"BGR","AIREMISSION","CO2","TONNE_CAP","A","2015",6.1,
"BGR","AIREMISSION","CO2","TONNE_CAP","A","2016",5.7,
"BGR","AIREMISSION","CO2","TONNE_CAP","A","2017",6.1,
"BGR","AIREMISSION","CO2","TONNE_CAP","A","2018",,"L"
"KHM","AIREMISSION","CO2","TONNE_CAP","A","2002",0.2,
"KHM","AIREMISSION","CO2","TONNE_CAP","A","2003",0.2,
"KHM","AIREMISSION","CO2","TONNE_CAP","A","2004",0.2,
"KHM","AIREMISSION","CO2","TONNE_CAP","A","2005",0.2,
"KHM","AIREMISSION","CO2","TONNE_CAP","A","2006",0.2,
"KHM","AIREMISSION","CO2","TONNE_CAP","A","2007",0.3,
"KHM","AIREMISSION","CO2","TONNE_CAP","A","2008",0.3,
"KHM","AIREMISSION","CO2","TONNE_CAP","A","2009",0.3,
"KHM","AIREMISSION","CO2","TONNE_CAP","A","2010",0.3,
"KHM","AIREMISSION","CO2","TONNE_CAP","A","2011",0.3,
"KHM","AIREMISSION","CO2","TONNE_CAP","A","2012",0.3,
"KHM","AIREMISSION","CO2","TONNE_CAP","A","2013",0.3,
"KHM","AIREMISSION","CO2","TONNE_CAP","A","2014",0.4,
"KHM","AIREMISSION","CO2","TONNE_CAP","A","2015",0.5,
"KHM","AIREMISSION","CO2","TONNE_CAP","A","2016",0.6,
"KHM","AIREMISSION","CO2","TONNE_CAP","A","2017",0.7,
"KHM","AIREMISSION","CO2","TONNE_CAP","A","2018",,"L"
"CHL","AIREMISSION","CO2","TONNE_CAP","A","2002",3,
"CHL","AIREMISSION","CO2","TONNE_CAP","A","2003",3.1,
"CHL","AIREMISSION","CO2","TONNE_CAP","A","2004",3.3,
"CHL","AIREMISSION","CO2","TONNE_CAP","A","2005",3.3,
"CHL","AIREMISSION","CO2","TONNE_CAP","A","2006",3.4,
"CHL","AIREMISSION","CO2","TONNE_CAP","A","2007",3.8,
"CHL","AIREMISSION","CO2","TONNE_CAP","A","2008",4,
"CHL","AIREMISSION","CO2","TONNE_CAP","A","2009",3.8,
"CHL","AIREMISSION","CO2","TONNE_CAP","A","2010",4,
"CHL","AIREMISSION","CO2","TONNE_CAP","A","2011",4.4,
"CHL","AIREMISSION","CO2","TONNE_CAP","A","2012",4.4,
"CHL","AIREMISSION","CO2","TONNE_CAP","A","2013",4.6,
"CHL","AIREMISSION","CO2","TONNE_CAP","A","2014",4.2,
"CHL","AIREMISSION","CO2","TONNE_CAP","A","2015",4.5,
"CHL","AIREMISSION","CO2","TONNE_CAP","A","2016",4.7,
"CHL","AIREMISSION","CO2","TONNE_CAP","A","2017",4.6,
"CHL","AIREMISSION","CO2","TONNE_CAP","A","2018",4.7,
"CHN","AIREMISSION","CO2","TONNE_CAP","A","2002",2.7,
"CHN","AIREMISSION","CO2","TONNE_CAP","A","2003",3.2,
"CHN","AIREMISSION","CO2","TONNE_CAP","A","2004",3.7,
"CHN","AIREMISSION","CO2","TONNE_CAP","A","2005",4.1,
"CHN","AIREMISSION","CO2","TONNE_CAP","A","2006",4.5,
"CHN","AIREMISSION","CO2","TONNE_CAP","A","2007",4.9,
"CHN","AIREMISSION","CO2","TONNE_CAP","A","2008",5,
"CHN","AIREMISSION","CO2","TONNE_CAP","A","2009",5.4,
"CHN","AIREMISSION","CO2","TONNE_CAP","A","2010",5.9,
"CHN","AIREMISSION","CO2","TONNE_CAP","A","2011",6.4,
"CHN","AIREMISSION","CO2","TONNE_CAP","A","2012",6.5,
"CHN","AIREMISSION","CO2","TONNE_CAP","A","2013",6.8,
"CHN","AIREMISSION","CO2","TONNE_CAP","A","2014",6.7,
"CHN","AIREMISSION","CO2","TONNE_CAP","A","2015",6.6,
"CHN","AIREMISSION","CO2","TONNE_CAP","A","2016",6.6,
"CHN","AIREMISSION","CO2","TONNE_CAP","A","2017",6.7,
"CHN","AIREMISSION","CO2","TONNE_CAP","A","2018",,"L"
"COL","AIREMISSION","CO2","TONNE_CAP","A","2002",1.3,
"COL","AIREMISSION","CO2","TONNE_CAP","A","2003",1.2,
"COL","AIREMISSION","CO2","TONNE_CAP","A","2004",1.2,
"COL","AIREMISSION","CO2","TONNE_CAP","A","2005",1.2,
"COL","AIREMISSION","CO2","TONNE_CAP","A","2006",1.2,
"COL","AIREMISSION","CO2","TONNE_CAP","A","2007",1.2,
"COL","AIREMISSION","CO2","TONNE_CAP","A","2008",1.2,
"COL","AIREMISSION","CO2","TONNE_CAP","A","2009",1.3,
"COL","AIREMISSION","CO2","TONNE_CAP","A","2010",1.3,
"COL","AIREMISSION","CO2","TONNE_CAP","A","2011",1.4,
